Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
4633,Exit long,2026-05-13 07:06,L TP1,4714.447,238.82,1126728.4,-825.25,-0.07,290.46,0.03,-824.35,-0.07,190936.12,1909.36
4633,Entry long,2026-05-13 07:06,L,4717.898,238.82,1126728.4,-825.25,-0.07,290.46,0.03,-824.35,-0.07,190936.12,1909.36
4634,Exit long,2026-05-13 07:06,L TP2,4714.447,955.29,4506960.78,-3298.33,-0.07,1161.87,0.03,-3297.43,-0.07,187638.53,1876.39
4634,Entry long,2026-05-13 07:06,L,4717.898,955.29,4506960.78,-3298.33,-0.07,1161.87,0.03,-3297.43,-0.07,187638.53,1876.39
4635,Exit short,2026-05-13 13:18,S TP1,4701.985,179.83,844768.8685,-790.17,-0.09,325.67,0.04,-789.27,-0.09,186847.62,1868.48
4635,Entry short,2026-05-13 13:03,S,4697.597,179.83,844768.8685,-790.17,-0.09,325.67,0.04,-789.27,-0.09,186847.62,1868.48
4636,Exit short,2026-05-13 13:18,S TP2,4701.985,719.32,3379075.474,-3158,-0.09,1302.69,0.04,-3157.1,-0.09,183690.36,1836.90
4636,Entry short,2026-05-13 13:03,S,4697.597,719.32,3379075.474,-3158,-0.09,1302.69,0.04,-3157.1,-0.09,183690.36,1836.90
4637,Exit short,2026-05-13 18:24,S TP1,4686.541,168.28,789273.0824,620.88,0.08,621.78,0.08,-235.44,-0.03,184310.52,1843.11
4637,Entry short,2026-05-13 18:21,S,4690.237,168.28,789273.0824,620.88,0.08,621.78,0.08,-235.44,-0.03,184310.52,1843.11
4638,Exit short,2026-05-13 18:27,S TP2,4690.463,673.12,3157092.329,-153.75,0.00,2915.24,0.09,-941.74,-0.03,184157.5,1841.57
4638,Entry short,2026-05-13 18:21,S,4690.237,673.12,3157092.329,-153.75,0.00,2915.24,0.09,-941.74,-0.03,184157.5,1841.57
4639,Exit short,2026-05-13 18:42,S TP1,4693.95,156.22,732492.4594,-797.49,-0.11,443.8,0.06,-796.59,-0.11,183359.28,1833.59
4639,Entry short,2026-05-13 18:30,S,4688.852,156.22,732492.4594,-797.49,-0.11,443.8,0.06,-796.59,-0.11,183359.28,1833.59
4640,Exit short,2026-05-13 18:42,S TP2,4693.95,624.92,2930157.392,-3187.46,-0.11,1775.3,0.06,-3186.56,-0.11,180172.55,1801.73
4640,Entry short,2026-05-13 18:30,S,4688.852,624.92,2930157.392,-3187.46,-0.11,1775.3,0.06,-3186.56,-0.11,180172.55,1801.73
4641,Exit short,2026-05-13 21:30,S TP1,4681.605,142.05,665628.1176,605.05,0.09,605.95,0.09,-251.32,-0.04,180776.88,1807.77
4641,Entry short,2026-05-13 21:27,S,4685.872,142.05,665628.1176,605.05,0.09,605.95,0.09,-251.32,-0.04,180776.88,1807.77
4642,Exit short,2026-05-13 21:30,S TP2,4676.25,568.2,2662512.47,5465.6,0.21,5466.5,0.21,-1005.3,-0.04,186243.19,1862.43
4642,Entry short,2026-05-13 21:27,S,4685.872,568.2,2662512.47,5465.6,0.21,5466.5,0.21,-1005.3,-0.04,186243.19,1862.43
4643,Exit short,2026-05-13 22:00,S TP1,4687.459,126.08,590205.3178,-790.59,-0.13,480.44,0.08,-789.69,-0.13,185451.88,1854.52
4643,Entry short,2026-05-13 21:33,S,4681.197,126.08,590205.3178,-790.59,-0.13,480.44,0.08,-789.69,-0.13,185451.88,1854.52
4644,Exit short,2026-05-13 22:00,S TP2,4687.459,504.34,2360914.895,-3159.8,-0.13,1921.82,0.08,-3158.9,-0.13,182292.8,1822.93
4644,Entry short,2026-05-13 21:33,S,4681.197,504.34,2360914.895,-3159.8,-0.13,1921.82,0.08,-3158.9,-0.13,182292.8,1822.93
4645,Exit short,2026-05-13 22:42,S TP1,4682.872,104.38,488029.9426,-769.32,-0.16,240.1,0.05,-768.42,-0.16,181522.77,1815.23
4645,Entry short,2026-05-13 22:39,S,4675.512,104.38,488029.9426,-769.32,-0.16,240.1,0.05,-768.42,-0.16,181522.77,1815.23
4646,Exit short,2026-05-13 22:42,S TP2,4682.872,417.56,1952306.791,-3074.86,-0.16,960.5,0.05,-3073.96,-0.16,178448.62,1784.49
4646,Entry short,2026-05-13 22:39,S,4675.512,417.56,1952306.791,-3074.86,-0.16,960.5,0.05,-3073.96,-0.16,178448.62,1784.49
4647,Exit short,2026-05-13 22:48,S TP1,4672.471,95.89,448643.132,598.81,0.13,599.71,0.13,-37.39,-0.01,179046.7,1790.47
4647,Entry short,2026-05-13 22:45,S,4678.727,95.89,448643.132,598.81,0.13,599.71,0.13,-37.39,-0.01,179046.7,1790.47
4648,Exit short,2026-05-13 22:51,S TP2,4678.5,383.59,1794712.89,85.45,0.00,3529.08,0.20,-149.55,-0.01,179132.88,1791.33
4648,Entry short,2026-05-13 22:45,S,4678.727,383.59,1794712.89,85.45,0.00,3529.08,0.20,-149.55,-0.01,179132.88,1791.33
4649,Exit long,2026-05-14 08:09,L TP1,4701.66,246.96,1160513.938,606.94,0.05,607.84,0.05,-639.31,-0.06,179739.1,1797.39
4649,Entry long,2026-05-14 07:42,L,4699.198,246.96,1160513.938,606.94,0.05,607.84,0.05,-639.31,-0.06,179739.1,1797.39
4650,Exit long,2026-05-14 08:24,L TP2,4699.267,987.86,4642149.736,66.54,0.00,2890.75,0.06,-2557.3,-0.06,179806.36,1798.06
4650,Entry long,2026-05-14 07:42,L,4699.198,987.86,4642149.736,66.54,0.00,2890.75,0.06,-2557.3,-0.06,179806.36,1798.06
4651,Exit short,2026-05-14 13:06,S TP1,4679.649,128.33,599762.703,-777.73,-0.13,224.01,0.04,-776.83,-0.13,179027.9,1790.28
4651,Entry short,2026-05-14 13:03,S,4673.597,128.33,599762.703,-777.73,-0.13,224.01,0.04,-776.83,-0.13,179027.9,1790.28
4652,Exit short,2026-05-14 13:06,S TP2,4679.649,513.36,2399237.756,-3108.47,-0.13,896.12,0.04,-3107.57,-0.13,175920.16,1759.20
4652,Entry short,2026-05-14 13:03,S,4673.597,513.36,2399237.756,-3108.47,-0.13,896.12,0.04,-3107.57,-0.13,175920.16,1759.20
4653,Exit short,2026-05-14 13:21,S TP1,4685.629,122.29,572261.1912,-745.46,-0.13,299.06,0.05,-744.56,-0.13,175173.97,1751.74
4653,Entry short,2026-05-14 13:09,S,4679.542,122.29,572261.1912,-745.46,-0.13,299.06,0.05,-744.56,-0.13,175173.97,1751.74
4654,Exit short,2026-05-14 13:21,S TP2,4685.629,489.18,2289138.356,-2979.26,-0.13,1196.3,0.05,-2978.36,-0.13,172195.44,1721.95
4654,Entry short,2026-05-14 13:09,S,4679.542,489.18,2289138.356,-2979.26,-0.13,1196.3,0.05,-2978.36,-0.13,172195.44,1721.95
4655,Exit long,2026-05-14 13:30,L TP1,4708.072,101.27,476202.7312,582.64,0.12,583.54,0.12,-100.74,-0.02,172777.36,1727.77
4655,Entry long,2026-05-14 13:30,L,4702.308,101.27,476202.7312,582.64,0.12,583.54,0.12,-100.74,-0.02,172777.36,1727.77
4656,Exit long,2026-05-14 13:57,L TP2,4702.52,405.1,1904904.971,84.26,0.00,4203,0.22,-402.98,-0.02,172862.34,1728.62
4656,Entry long,2026-05-14 13:30,L,4702.308,405.1,1904904.971,84.26,0.00,4203,0.22,-402.98,-0.02,172862.34,1728.62
4657,Exit long,2026-05-14 14:24,L TP1,4696.157,118.18,555747.1226,-756.37,-0.14,199.19,0.04,-755.47,-0.14,172105.25,1721.05
4657,Entry long,2026-05-14 14:00,L,4702.548,118.18,555747.1226,-756.37,-0.14,199.19,0.04,-755.47,-0.14,172105.25,1721.05
4658,Exit long,2026-05-14 14:24,L TP2,4696.157,472.73,2223035.516,-3022.84,-0.14,796.78,0.04,-3021.94,-0.14,169083.12,1690.83
4658,Entry long,2026-05-14 14:00,L,4702.548,472.73,2223035.516,-3022.84,-0.14,796.78,0.04,-3021.94,-0.14,169083.12,1690.83
4659,Exit short,2026-05-14 22:42,S TP1,4667.092,84.74,396059.6763,569.22,0.14,570.12,0.14,-3.4,0.00,169651.62,1696.52
4659,Entry short,2026-05-14 22:42,S,4673.822,84.74,396059.6763,569.22,0.14,570.12,0.14,-3.4,0.00,169651.62,1696.52
4660,Exit short,2026-05-14 22:45,S TP2,4677.098,338.97,1584285.443,-1112.09,-0.07,2386.31,0.15,-1288.13,-0.08,168540.27,1685.40
4660,Entry short,2026-05-14 22:42,S,4673.822,338.97,1584285.443,-1112.09,-0.07,2386.31,0.15,-1288.13,-0.08,168540.27,1685.40
4661,Exit short,2026-05-14 23:00,S TP1,4678.348,73.65,345122.2061,560.8,0.16,561.7,0.16,-64.84,-0.02,169100.34,1691.00
4661,Entry short,2026-05-14 22:54,S,4685.977,73.65,345122.2061,560.8,0.16,561.7,0.16,-64.84,-0.02,169100.34,1691.00
4662,Exit short,2026-05-14 23:03,S TP2,4688.263,294.64,1380676.263,-675.17,-0.05,2404.13,0.17,-993.07,-0.07,168425.89,1684.26
4662,Entry short,2026-05-14 22:54,S,4685.977,294.64,1380676.263,-675.17,-0.05,2404.13,0.17,-993.07,-0.07,168425.89,1684.26
4663,Exit short,2026-05-14 23:15,S TP1,4693.902,71.41,334475.2995,-717.32,-0.21,64.23,0.02,-716.42,-0.21,167707.84,1677.08
4663,Entry short,2026-05-14 23:09,S,4683.872,71.41,334475.2995,-717.32,-0.21,64.23,0.02,-716.42,-0.21,167707.84,1677.08
4664,Exit short,2026-05-14 23:15,S TP2,4693.902,285.68,1338088.553,-2866.99,-0.21,256.96,0.02,-2866.09,-0.21,164841.58,1648.42
4664,Entry short,2026-05-14 23:09,S,4683.872,285.68,1338088.553,-2866.99,-0.21,256.96,0.02,-2866.09,-0.21,164841.58,1648.42
4665,Exit short,2026-05-15 02:00,S TP1,4680.818,130.74,611277.0926,-694.13,-0.11,363.54,0.06,-693.23,-0.11,164146.73,1641.47
4665,Entry short,2026-05-15 01:42,S,4675.517,130.74,611277.0926,-694.13,-0.11,363.54,0.06,-693.23,-0.11,164146.73,1641.47
4666,Exit short,2026-05-15 02:00,S TP2,4680.818,522.99,2445248.636,-2773.99,-0.11,1454.24,0.06,-2773.09,-0.11,161373.45,1613.73
4666,Entry short,2026-05-15 01:42,S,4675.517,522.99,2445248.636,-2773.99,-0.11,1454.24,0.06,-2773.09,-0.11,161373.45,1613.73
4667,Exit short,2026-05-15 04:27,S TP1,4665.645,178.09,831458.0437,552.25,0.07,553.15,0.07,-582.18,-0.07,161924.98,1619.25
4667,Entry short,2026-05-15 03:45,S,4668.752,178.09,831458.0437,552.25,0.07,553.15,0.07,-582.18,-0.07,161924.98,1619.25
4668,Exit short,2026-05-15 04:30,S TP2,4661.796,712.38,3325925.55,4953.7,0.15,4954.6,0.15,-2328.78,-0.07,166879.4,1668.79
4668,Entry short,2026-05-15 03:45,S,4668.752,712.38,3325925.55,4953.7,0.15,4954.6,0.15,-2328.78,-0.07,166879.4,1668.79
4669,Exit short,2026-05-15 04:39,S TP1,4656.844,174.92,815138.9196,562.69,0.07,563.59,0.07,-102.16,-0.01,167441.36,1674.41
4669,Entry short,2026-05-15 04:39,S,4660.067,174.92,815138.9196,562.69,0.07,563.59,0.07,-102.16,-0.01,167441.36,1674.41
4670,Exit short,2026-05-15 05:03,S TP2,4652.799,699.71,3260695.481,5083.87,0.16,5084.77,0.16,-408.65,-0.01,172525.95,1725.26
4670,Entry short,2026-05-15 04:39,S,4660.067,699.71,3260695.481,5083.87,0.16,5084.77,0.16,-408.65,-0.01,172525.95,1725.26
4671,Exit short,2026-05-15 05:24,S TP1,4647.064,146.38,680820.9918,582.68,0.09,583.58,0.09,-216.53,-0.03,173107.92,1731.08
4671,Entry short,2026-05-15 05:06,S,4651.052,146.38,680820.9918,582.68,0.09,583.58,0.09,-216.53,-0.03,173107.92,1731.08
4672,Exit short,2026-05-15 05:39,S TP2,4650.93,585.52,2723283.967,69.81,0.00,3946.86,0.14,-866.12,-0.03,173178.45,1731.78
4672,Entry short,2026-05-15 05:06,S,4651.052,585.52,2723283.967,69.81,0.00,3946.86,0.14,-866.12,-0.03,173178.45,1731.78
4673,Exit short,2026-05-15 07:06,S TP1,4655.605,166.1,772555.5167,-741.55,-0.10,300.79,0.04,-740.65,-0.10,172436.19,1724.36
4673,Entry short,2026-05-15 05:42,S,4651.147,166.1,772555.5167,-741.55,-0.10,300.79,0.04,-740.65,-0.10,172436.19,1724.36
4674,Exit short,2026-05-15 07:06,S TP2,4655.605,664.43,3090361.601,-2963.65,-0.10,1203.23,0.04,-2962.75,-0.10,169473.25,1694.73
4674,Entry short,2026-05-15 05:42,S,4651.147,664.43,3090361.601,-2963.65,-0.10,1203.23,0.04,-2962.75,-0.10,169473.25,1694.73
4675,Exit short,2026-05-15 14:12,S TP1,4588.87,108.78,499770.3472,591.99,0.12,592.89,0.12,-5.4,0.00,170064.52,1700.65
4675,Entry short,2026-05-15 14:09,S,4594.322,108.78,499770.3472,591.99,0.12,592.89,0.12,-5.4,0.00,170064.52,1700.65
4676,Exit short,2026-05-15 14:15,S TP2,4593.932,435.15,1999219.218,168.09,0.01,2436.99,0.12,-21.61,0.00,170233.33,1702.33
4676,Entry short,2026-05-15 14:09,S,4594.322,435.15,1999219.218,168.09,0.01,2436.99,0.12,-21.61,0.00,170233.33,1702.33
4677,Exit short,2026-05-15 14:18,S TP1,4581.988,101.6,466093.7592,562.7,0.12,563.6,0.12,-182.86,-0.04,170795.31,1707.95
4677,Entry short,2026-05-15 14:18,S,4587.537,101.6,466093.7592,562.7,0.12,563.6,0.12,-182.86,-0.04,170795.31,1707.95
4678,Exit short,2026-05-15 14:21,S TP2,4587.421,406.44,1864558.538,45.53,0.00,2648.05,0.14,-731.5,-0.04,170841.56,1708.42
4678,Entry short,2026-05-15 14:18,S,4587.537,406.44,1864558.538,45.53,0.00,2648.05,0.14,-731.5,-0.04,170841.56,1708.42
4679,Exit short,2026-05-15 14:30,S TP1,4578.091,93.51,428674.8072,576.44,0.13,577.34,0.13,-580.69,-0.14,171417.27,1714.17
4679,Entry short,2026-05-15 14:24,S,4584.267,93.51,428674.8072,576.44,0.13,577.34,0.13,-580.69,-0.14,171417.27,1714.17
4680,Exit short,2026-05-15 14:33,S TP2,4570.356,374.06,1714790.914,5201.93,0.30,5202.83,0.30,-2322.88,-0.14,176619.92,1766.20
4680,Entry short,2026-05-15 14:24,S,4584.267,374.06,1714790.914,5201.93,0.30,5202.83,0.30,-2322.88,-0.14,176619.92,1766.20
4681,Exit short,2026-05-15 14:57,S TP1,4558.797,76.38,348805.4626,603.47,0.17,604.37,0.17,-711.51,-0.20,177222.67,1772.23
4681,Entry short,2026-05-15 14:36,S,4566.712,76.38,348805.4626,603.47,0.17,604.37,0.17,-711.51,-0.20,177222.67,1772.23
4682,Exit short,2026-05-15 15:03,S TP2,4566.245,305.56,1395404.519,141.08,0.01,3113.55,0.22,-2846.4,-0.20,177364.47,1773.64
4682,Entry short,2026-05-15 14:36,S,4566.712,305.56,1395404.519,141.08,0.01,3113.55,0.22,-2846.4,-0.20,177364.47,1773.64
4683,Exit short,2026-05-15 22:00,S TP1,4545.561,95.03,432563.921,598.18,0.14,599.08,0.14,-362.53,-0.08,177961.92,1779.62
4683,Entry short,2026-05-15 21:48,S,4551.867,95.03,432563.921,598.18,0.14,599.08,0.14,-362.53,-0.08,177961.92,1779.62
4684,Exit short,2026-05-15 22:09,S TP2,4537.674,380.14,1730346.721,5393.71,0.31,5394.61,0.31,-1450.19,-0.08,183356.36,1833.56
4684,Entry short,2026-05-15 21:48,S,4551.867,380.14,1730346.721,5393.71,0.31,5394.61,0.31,-1450.19,-0.08,183356.36,1833.56
4685,Exit short,2026-05-15 22:18,S TP1,4549.473,84.48,383563.8682,-776.69,-0.20,76.87,0.02,-775.79,-0.20,182578.94,1825.79
4685,Entry short,2026-05-15 22:12,S,4540.292,84.48,383563.8682,-776.69,-0.20,76.87,0.02,-775.79,-0.20,182578.94,1825.79
4686,Exit short,2026-05-15 22:18,S TP2,4549.473,337.96,1534437.084,-3104.43,-0.20,307.5,0.02,-3103.53,-0.20,179475.23,1794.75
4686,Entry short,2026-05-15 22:12,S,4540.292,337.96,1534437.084,-3104.43,-0.20,307.5,0.02,-3103.53,-0.20,179475.23,1794.75
4687,Exit short,2026-05-15 22:42,S TP1,4520.905,71.08,321953.0928,606.09,0.19,606.99,0.19,-94.22,-0.03,180080.6,1800.81
4687,Entry short,2026-05-15 22:42,S,4529.447,71.08,321953.0928,606.09,0.19,606.99,0.19,-94.22,-0.03,180080.6,1800.81
4688,Exit short,2026-05-15 22:48,S TP2,4529.053,284.36,1287993.549,110.42,0.01,5249.13,0.41,-376.93,-0.03,180191.73,1801.92
4688,Entry short,2026-05-15 22:42,S,4529.447,284.36,1287993.549,110.42,0.01,5249.13,0.41,-376.93,-0.03,180191.73,1801.92
4689,Exit short,2026-05-16 01:24,S TP1,4540.554,98.72,447481.6686,-762.9,-0.17,126.87,0.03,-762,-0.17,179428.11,1794.28
4689,Entry short,2026-05-16 01:15,S,4532.837,98.72,447481.6686,-762.9,-0.17,126.87,0.03,-762,-0.17,179428.11,1794.28
4690,Exit short,2026-05-16 01:24,S TP2,4540.554,394.92,1790107.988,-3049.22,-0.17,507.54,0.03,-3048.32,-0.17,176379.61,1763.80
4690,Entry short,2026-05-16 01:15,S,4532.837,394.92,1790107.988,-3049.22,-0.17,507.54,0.03,-3048.32,-0.17,176379.61,1763.80
4691,Exit short,2026-05-16 05:27,S TP1,4539.446,157.37,713619.7589,-753.94,-0.11,207.86,0.03,-753.04,-0.11,175624.95,1756.25
4691,Entry short,2026-05-16 05:21,S,4534.662,157.37,713619.7589,-753.94,-0.11,207.86,0.03,-753.04,-0.11,175624.95,1756.25
4692,Exit short,2026-05-16 05:27,S TP2,4539.446,629.5,2854569.729,-3013.15,-0.11,831.48,0.03,-3012.25,-0.11,172612.53,1726.13
4692,Entry short,2026-05-16 05:21,S,4534.662,629.5,2854569.729,-3013.15,-0.11,831.48,0.03,-3012.25,-0.11,172612.53,1726.13
4693,Exit short,2026-05-18 09:24,S TP1,4519.151,79.57,360174.162,584.24,0.16,585.14,0.16,-576.9,-0.16,173196.05,1731.96
4693,Entry short,2026-05-18 09:15,S,4526.507,79.57,360174.162,584.24,0.16,585.14,0.16,-576.9,-0.16,173196.05,1731.96
4694,Exit short,2026-05-18 09:33,S TP2,4509.971,318.3,1440787.178,5261.79,0.37,5262.69,0.37,-2307.76,-0.16,178458.55,1784.59
4694,Entry short,2026-05-18 09:15,S,4526.507,318.3,1440787.178,5261.79,0.37,5262.69,0.37,-2307.76,-0.16,178458.55,1784.59
4695,Exit short,2026-05-18 09:36,S TP1,4489.667,62.67,281948.6951,580.18,0.21,581.08,0.21,-269.54,-0.10,179038.02,1790.38
4695,Entry short,2026-05-18 09:36,S,4498.942,62.67,281948.6951,580.18,0.21,581.08,0.21,-269.54,-0.10,179038.02,1790.38
4696,Exit short,2026-05-18 09:54,S TP2,4498.871,250.68,1127794.781,16.18,0.00,4644.88,0.41,-1078.14,-0.10,179054.92,1790.55
4696,Entry short,2026-05-18 09:36,S,4498.942,250.68,1127794.781,16.18,0.00,4644.88,0.41,-1078.14,-0.10,179054.92,1790.55
4697,Exit short,2026-05-18 10:03,S TP1,4492.463,54.44,245173.9153,603.15,0.25,604.05,0.25,-717.86,-0.29,179657.34,1796.57
4697,Entry short,2026-05-18 09:57,S,4503.562,54.44,245173.9153,603.15,0.25,604.05,0.25,-717.86,-0.29,179657.34,1796.57
4698,Exit short,2026-05-18 10:06,S TP2,4503.043,217.77,980740.6967,111.4,0.01,3053.94,0.31,-2871.58,-0.29,179769.47,1797.69
4698,Entry short,2026-05-18 09:57,S,4503.562,217.77,980740.6967,111.4,0.01,3053.94,0.31,-2871.58,-0.29,179769.47,1797.69
4699,Exit short,2026-05-18 20:21,S TP1,4534.922,124.88,566915.4882,593.35,0.10,594.25,0.10,-52.38,-0.01,180362.1,1803.62
4699,Entry short,2026-05-18 20:15,S,4539.682,124.88,566915.4882,593.35,0.10,594.25,0.10,-52.38,-0.01,180362.1,1803.62
4700,Exit short,2026-05-18 20:30,S TP2,4539.592,499.52,2267661.953,43.34,0.00,3936.5,0.17,-209.52,-0.01,180406.16,1804.06
4700,Entry short,2026-05-18 20:15,S,4539.682,499.52,2267661.953,43.34,0.00,3936.5,0.17,-209.52,-0.01,180406.16,1804.06
4701,Exit long,2026-05-18 20:48,L TP1,4553.293,87.31,398310.6647,-763.73,-0.19,223.94,0.06,-762.83,-0.19,179641.7,1796.42
4701,Entry long,2026-05-18 20:45,L,4562.028,87.31,398310.6647,-763.73,-0.19,223.94,0.06,-762.83,-0.19,179641.7,1796.42
4702,Exit long,2026-05-18 20:48,L TP2,4553.293,349.24,1593242.659,-3052.23,-0.19,895.78,0.06,-3051.33,-0.19,176590.19,1765.90
4702,Entry long,2026-05-18 20:45,L,4562.028,349.24,1593242.659,-3052.23,-0.19,895.78,0.06,-3051.33,-0.19,176590.19,1765.90
4703,Exit long,2026-05-18 21:33,L TP1,4560.839,81.42,370742.9575,599.47,0.16,600.37,0.16,-659.93,-0.18,177188.94,1771.89
4703,Entry long,2026-05-18 20:51,L,4553.463,81.42,370742.9575,599.47,0.16,600.37,0.16,-659.93,-0.18,177188.94,1771.89
4704,Exit long,2026-05-18 21:45,L TP2,4570.005,325.69,1483017.364,5385.94,0.36,5386.84,0.36,-2639.79,-0.18,182575.61,1825.76
4704,Entry long,2026-05-18 20:51,L,4553.463,325.69,1483017.364,5385.94,0.36,5386.84,0.36,-2639.79,-0.18,182575.61,1825.76
4705,Exit long,2026-05-18 22:00,L TP1,4575.951,91.76,419273.2789,614.9,0.15,615.8,0.15,-596.9,-0.14,183189.8,1831.90
4705,Entry long,2026-05-18 21:48,L,4569.238,91.76,419273.2789,614.9,0.15,615.8,0.15,-596.9,-0.14,183189.8,1831.90
4706,Exit long,2026-05-18 22:03,L TP2,4567.197,367.06,1677184.5,-750.79,-0.04,2791.51,0.17,-2387.71,-0.14,182439.72,1824.40
4706,Entry long,2026-05-18 21:48,L,4569.238,367.06,1677184.5,-750.79,-0.04,2791.51,0.17,-2387.71,-0.14,182439.72,1824.40
4707,Exit long,2026-05-19 07:03,L TP1,4570.36,141.63,646411.7834,887.22,0.14,888.12,0.14,-339.1,-0.05,183326.22,1833.26
4707,Entry long,2026-05-19 05:21,L,4564.088,141.63,646411.7834,887.22,0.14,888.12,0.14,-339.1,-0.05,183326.22,1833.26
4708,Exit long,2026-05-19 07:15,L TP2,4573.858,566.55,2585784.056,5533.57,0.21,5534.47,0.21,-1356.47,-0.05,188860.52,1888.61
4708,Entry long,2026-05-19 05:21,L,4564.088,566.55,2585784.056,5533.57,0.21,5534.47,0.21,-1356.47,-0.05,188860.52,1888.61
4709,Exit long,2026-05-19 07:39,L TP1,4577.2,188.31,861295.6676,635.78,0.07,636.68,0.07,-486.58,-0.06,189495.58,1894.96
4709,Entry long,2026-05-19 07:18,L,4573.818,188.31,861295.6676,635.78,0.07,636.68,0.07,-486.58,-0.06,189495.58,1894.96
4710,Exit long,2026-05-19 07:51,L TP2,4573.933,753.28,3445365.623,85.01,0.00,3586.4,0.10,-1946.44,-0.06,189581.31,1895.81
4710,Entry long,2026-05-19 07:18,L,4573.818,753.28,3445365.623,85.01,0.00,3586.4,0.10,-1946.44,-0.06,189581.31,1895.81
4711,Exit long,2026-05-19 08:00,L TP1,4576.927,225.53,1031605.343,627.92,0.06,628.82,0.06,-318.85,-0.03,190208.52,1902.09
4711,Entry long,2026-05-19 07:54,L,4574.138,225.53,1031605.343,627.92,0.06,628.82,0.06,-318.85,-0.03,190208.52,1902.09
4712,Exit long,2026-05-19 08:03,L TP2,4580.467,902.14,4126512.855,5708.02,0.14,5708.92,0.14,-1275.44,-0.03,195917.27,1959.17
4712,Entry long,2026-05-19 07:54,L,4574.138,902.14,4126512.855,5708.02,0.14,5708.92,0.14,-1275.44,-0.03,195917.27,1959.17
4713,Exit long,2026-05-19 08:12,L TP1,4583.093,221.69,1015340.865,683.94,0.07,684.84,0.07,-68.46,-0.01,196600.48,1966.00
4713,Entry long,2026-05-19 08:06,L,4580.003,221.69,1015340.865,683.94,0.07,684.84,0.07,-68.46,-0.01,196600.48,1966.00
4714,Exit long,2026-05-19 08:12,L TP2,4586.808,886.76,4061363.46,6032.78,0.15,6033.68,0.15,-273.84,-0.01,202633.98,2026.34
4714,Entry long,2026-05-19 08:06,L,4580.003,886.76,4061363.46,6032.78,0.15,6033.68,0.15,-273.84,-0.01,202633.98,2026.34
4715,Exit short,2026-05-19 13:12,S TP1,4539.404,157.49,715591.5652,679.75,0.09,680.65,0.10,-6.16,0.00,203313.02,2033.13
4715,Entry short,2026-05-19 13:12,S,4543.727,157.49,715591.5652,679.75,0.09,680.65,0.10,-6.16,0.00,203313.02,2033.13
4716,Exit short,2026-05-19 13:54,S TP2,4543.573,629.96,2862366.261,95.39,0.00,3559.81,0.12,-24.66,0.00,203409.12,2034.09
4716,Entry short,2026-05-19 13:12,S,4543.727,629.96,2862366.261,95.39,0.00,3559.81,0.12,-24.66,0.00,203409.12,2034.09
4717,Exit short,2026-05-19 14:39,S TP1,4542.67,154.32,700164.809,-861.11,-0.12,612.01,0.09,-860.21,-0.12,202547.3,2025.47
4717,Entry short,2026-05-19 14:27,S,4537.097,154.32,700164.809,-861.11,-0.12,612.01,0.09,-860.21,-0.12,202547.3,2025.47
4718,Exit short,2026-05-19 14:39,S TP2,4542.67,617.3,2800749.978,-3441.83,-0.12,2448.11,0.09,-3440.93,-0.12,199106.19,1991.06
4718,Entry short,2026-05-19 14:27,S,4537.097,617.3,2800749.978,-3441.83,-0.12,2448.11,0.09,-3440.93,-0.12,199106.19,1991.06
4719,Exit short,2026-05-19 22:15,S TP1,4517.769,97.67,441918.3657,666.79,0.15,667.69,0.15,-175.79,-0.04,199772.25,1997.72
4719,Entry short,2026-05-19 22:15,S,4524.607,97.67,441918.3657,666.79,0.15,667.69,0.15,-175.79,-0.04,199772.25,1997.72
4720,Exit short,2026-05-19 22:21,S TP2,4509.205,390.69,1767718.709,6015.79,0.34,6016.69,0.34,-703.18,-0.04,205788.77,2057.89
4720,Entry short,2026-05-19 22:15,S,4524.607,390.69,1767718.709,6015.79,0.34,6016.69,0.34,-703.18,-0.04,205788.77,2057.89
4721,Exit short,2026-05-19 22:27,S TP1,4497.956,92.14,415135.1115,692.37,0.17,693.27,0.17,-196.25,-0.05,206480.4,2064.80
4721,Entry short,2026-05-19 22:24,S,4505.482,92.14,415135.1115,692.37,0.17,693.27,0.17,-196.25,-0.05,206480.4,2064.80
4722,Exit short,2026-05-19 22:30,S TP2,4488.588,368.58,1660630.556,6225.17,0.37,6226.07,0.37,-785.06,-0.05,212706.3,2127.06
4722,Entry short,2026-05-19 22:24,S,4505.482,368.58,1660630.556,6225.17,0.37,6226.07,0.37,-785.06,-0.05,212706.3,2127.06
4723,Exit short,2026-05-19 22:33,S TP1,4472.624,69.18,310129.2358,712.03,0.23,712.93,0.23,-104.5,-0.03,213417.61,2134.18
4723,Entry short,2026-05-19 22:33,S,4482.932,69.18,310129.2358,712.03,0.23,712.93,0.23,-104.5,-0.03,213417.61,2134.18
4724,Exit short,2026-05-19 22:36,S TP2,4482.484,276.75,1240651.431,122.36,0.01,3152.02,0.25,-418.06,-0.03,213540.69,2135.41
4724,Entry short,2026-05-19 22:33,S,4482.932,276.75,1240651.431,122.36,0.01,3152.02,0.25,-418.06,-0.03,213540.69,2135.41
