Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
73,Exit short,2025-06-25 18:24,S TP1,3324.838,17.66,58670.17562,-47.54,-0.08,5.77,0.01,-46.64,-0.08,1185.76,11.86
73,Entry short,2025-06-25 18:15,S,3322.207,17.66,58670.17562,-47.54,-0.08,5.77,0.01,-46.64,-0.08,1185.76,11.86
74,Exit short,2025-06-25 18:24,S TP2,3324.838,70.65,234713.9245,-187.5,-0.08,23.09,0.01,-186.6,-0.08,998.98,9.99
74,Entry short,2025-06-25 18:15,S,3322.207,70.65,234713.9245,-187.5,-0.08,23.09,0.01,-186.6,-0.08,998.98,9.99
75,Exit short,2025-06-25 22:03,S TP1,3317.647,13.98,46415.79486,34.01,0.07,34.91,0.08,-31.05,-0.07,1032.27,10.32
75,Entry short,2025-06-25 21:51,S,3320.157,13.98,46415.79486,34.01,0.07,34.91,0.08,-31.05,-0.07,1032.27,10.32
76,Exit short,2025-06-25 22:09,S TP2,3314.5,55.92,185663.1794,314.72,0.17,315.62,0.17,-124.19,-0.07,1347.71,13.48
76,Entry short,2025-06-25 21:51,S,3320.157,55.92,185663.1794,314.72,0.17,315.62,0.17,-124.19,-0.07,1347.71,13.48
77,Exit short,2025-06-25 22:15,S TP1,3317.271,14.14,46860.83668,-46.46,-0.10,0,0.00,-45.56,-0.10,1300.54,13.01
77,Entry short,2025-06-25 22:12,S,3314.062,14.14,46860.83668,-46.46,-0.10,0,0.00,-45.56,-0.10,1300.54,13.01
78,Exit short,2025-06-25 22:15,S TP2,3317.271,56.6,187575.9092,-183.25,-0.10,0,0.00,-182.35,-0.10,1118.01,11.18
78,Entry short,2025-06-25 22:12,S,3314.062,56.6,187575.9092,-183.25,-0.10,0,0.00,-182.35,-0.10,1118.01,11.18
79,Exit short,2025-06-25 22:27,S TP1,3314.26,13.2,43783.7664,34.45,0.08,35.35,0.08,-29.19,-0.07,1151.74,11.52
79,Entry short,2025-06-25 22:18,S,3316.952,13.2,43783.7664,34.45,0.08,35.35,0.08,-29.19,-0.07,1151.74,11.52
80,Exit short,2025-06-25 22:45,S TP2,3316.85,52.81,175168.2351,3.77,0.00,257.89,0.15,-116.8,-0.07,1156.23,11.56
80,Entry short,2025-06-25 22:18,S,3316.952,52.81,175168.2351,3.77,0.00,257.89,0.15,-116.8,-0.07,1156.23,11.56
81,Exit short,2025-06-25 23:06,S TP1,3320.324,11.88,39400.10316,-46.43,-0.12,3.76,0.01,-45.53,-0.12,1109.08,11.09
81,Entry short,2025-06-25 23:03,S,3316.507,11.88,39400.10316,-46.43,-0.12,3.76,0.01,-45.53,-0.12,1109.08,11.09
82,Exit short,2025-06-25 23:06,S TP2,3320.324,47.53,157633.5777,-183.04,-0.12,15.06,0.01,-182.14,-0.12,926.76,9.27
82,Entry short,2025-06-25 23:03,S,3316.507,47.53,157633.5777,-183.04,-0.12,15.06,0.01,-182.14,-0.12,926.76,9.27
83,Exit long,2025-06-26 02:21,L TP1,3331.683,17.92,59748.64896,-45.97,-0.08,21.99,0.04,-45.07,-0.08,880.07,8.80
83,Entry long,2025-06-26 02:03,L,3334.188,17.92,59748.64896,-45.97,-0.08,21.99,0.04,-45.07,-0.08,880.07,8.80
84,Exit long,2025-06-26 02:21,L TP2,3331.683,71.69,239027.9377,-181.2,-0.08,87.96,0.04,-180.3,-0.08,699.59,7.00
84,Entry long,2025-06-26 02:03,L,3334.188,71.69,239027.9377,-181.2,-0.08,87.96,0.04,-180.3,-0.08,699.59,7.00
85,Exit long,2025-06-26 04:09,L TP1,3330.607,25.71,85672.99593,-44.17,-0.05,7.58,0.01,-43.27,-0.05,654.7,6.55
85,Entry long,2025-06-26 04:03,L,3332.283,25.71,85672.99593,-44.17,-0.05,7.58,0.01,-43.27,-0.05,654.7,6.55
86,Exit long,2025-06-26 04:09,L TP2,3330.607,102.86,342758.6294,-174.01,-0.05,30.34,0.01,-173.11,-0.05,481.41,4.81
86,Entry long,2025-06-26 04:03,L,3332.283,102.86,342758.6294,-174.01,-0.05,30.34,0.01,-173.11,-0.05,481.41,4.81
87,Exit long,2025-06-26 04:48,L TP1,3333.388,25.35,84544.10055,-43.79,-0.05,27.12,0.03,-42.89,-0.05,436.89,4.37
87,Entry long,2025-06-26 04:33,L,3335.073,25.35,84544.10055,-43.79,-0.05,27.12,0.03,-42.89,-0.05,436.89,4.37
88,Exit long,2025-06-26 04:48,L TP2,3333.388,101.43,338276.4544,-172.53,-0.05,108.52,0.03,-171.63,-0.05,265.08,2.65
88,Entry long,2025-06-26 04:33,L,3335.073,101.43,338276.4544,-172.53,-0.05,108.52,0.03,-171.63,-0.05,265.08,2.65
89,Exit long,2025-06-26 08:48,L TP1,3338.325,25.48,85028.74744,30.69,0.04,31.59,0.04,-10.58,-0.01,295.05,2.95
89,Entry long,2025-06-26 08:30,L,3337.078,25.48,85028.74744,30.69,0.04,31.59,0.04,-10.58,-0.01,295.05,2.95
90,Exit long,2025-06-26 08:54,L TP2,3339.936,101.92,340114.9898,289.67,0.09,290.57,0.09,-42.3,-0.01,585.44,5.85
90,Entry long,2025-06-26 08:30,L,3337.078,101.92,340114.9898,289.67,0.09,290.57,0.09,-42.3,-0.01,585.44,5.85
91,Exit long,2025-06-26 16:33,L TP1,3346.743,16.07,53748.65406,32.43,0.06,33.33,0.06,-8.34,-0.02,617.15,6.17
91,Entry long,2025-06-26 16:24,L,3344.658,16.07,53748.65406,32.43,0.06,33.33,0.06,-8.34,-0.02,617.15,6.17
92,Exit long,2025-06-26 17:06,L TP2,3344.703,64.3,215061.5094,1.27,0.00,169.8,0.08,-33.38,-0.02,619.14,6.19
92,Entry long,2025-06-26 16:24,L,3344.658,64.3,215061.5094,1.27,0.00,169.8,0.08,-33.38,-0.02,619.14,6.19
93,Exit long,2025-06-26 17:54,L TP1,3349.026,17.64,59042.45592,33.28,0.06,34.18,0.06,-33.4,-0.06,651.7,6.52
93,Entry long,2025-06-26 17:15,L,3347.078,17.64,59042.45592,33.28,0.06,34.18,0.06,-33.4,-0.06,651.7,6.52
94,Exit long,2025-06-26 18:00,L TP2,3347.173,70.6,236303.7068,5.09,0.00,234.87,0.10,-133.66,-0.06,657.51,6.58
94,Entry long,2025-06-26 17:15,L,3347.078,70.6,236303.7068,5.09,0.00,234.87,0.10,-133.66,-0.06,657.51,6.58
95,Exit short,2025-06-26 20:48,S TP1,3335.451,17.78,59261.30896,-44.09,-0.07,0.57,0.00,-43.19,-0.07,612.7,6.13
95,Entry short,2025-06-26 20:48,S,3333.032,17.78,59261.30896,-44.09,-0.07,0.57,0.00,-43.19,-0.07,612.7,6.13
96,Exit short,2025-06-26 20:48,S TP2,3335.451,71.12,237045.2358,-173.66,-0.07,2.27,0.00,-172.76,-0.07,439.76,4.40
96,Entry short,2025-06-26 20:48,S,3333.032,71.12,237045.2358,-173.66,-0.07,2.27,0.00,-172.76,-0.07,439.76,4.40
97,Exit short,2025-06-26 20:51,S TP1,3333.559,16.45,54870.4884,32.36,0.06,33.26,0.06,-5.82,-0.01,471.4,4.71
97,Entry short,2025-06-26 20:51,S,3335.592,16.45,54870.4884,32.36,0.06,33.26,0.06,-5.82,-0.01,471.4,4.71
98,Exit short,2025-06-26 21:03,S TP2,3335.506,65.81,219515.3095,4.04,0.00,263.31,0.12,-23.29,-0.01,476.16,4.76
98,Entry short,2025-06-26 20:51,S,3335.592,65.81,219515.3095,4.04,0.00,263.31,0.12,-23.29,-0.01,476.16,4.76
99,Exit short,2025-06-26 21:54,S TP1,3326.598,8.99,29939.45993,32.26,0.11,33.16,0.11,-0.25,0.00,507.71,5.08
99,Entry short,2025-06-26 21:51,S,3330.307,8.99,29939.45993,32.26,0.11,33.16,0.11,-0.25,0.00,507.71,5.08
100,Exit short,2025-06-26 21:57,S TP2,3321.939,35.98,119824.4459,299.46,0.25,300.36,0.25,-1.01,0.00,807.89,8.08
100,Entry short,2025-06-26 21:51,S,3330.307,35.98,119824.4459,299.46,0.25,300.36,0.25,-1.01,0.00,807.89,8.08
101,Exit short,2025-06-26 22:09,S TP1,3318.237,8.96,29765.76512,33.28,0.11,34.18,0.11,-25.21,-0.08,840.45,8.40
101,Entry short,2025-06-26 22:00,S,3322.072,8.96,29765.76512,33.28,0.11,34.18,0.11,-25.21,-0.08,840.45,8.40
102,Exit short,2025-06-26 22:15,S TP2,3321.923,35.87,119162.7226,3.72,0.00,205.25,0.17,-100.91,-0.08,844.9,8.45
102,Entry short,2025-06-26 22:00,S,3322.072,35.87,119162.7226,3.72,0.00,205.25,0.17,-100.91,-0.08,844.9,8.45
103,Exit long,2025-06-27 02:54,L TP1,3333.877,21.58,71988.35514,-44.37,-0.06,0,0.00,-43.47,-0.06,799.81,8.00
103,Entry long,2025-06-27 02:54,L,3335.883,21.58,71988.35514,-44.37,-0.06,0,0.00,-43.47,-0.06,799.81,8.00
104,Exit long,2025-06-27 02:54,L TP2,3333.877,86.35,288053.497,-174.84,-0.06,0,0.00,-173.94,-0.06,625.69,6.26
104,Entry long,2025-06-27 02:54,L,3335.883,86.35,288053.497,-174.84,-0.06,0,0.00,-173.94,-0.06,625.69,6.26
105,Exit short,2025-06-27 08:57,S TP1,3316.685,20.55,68191.82535,32.87,0.05,33.77,0.05,-11.24,-0.02,657.84,6.58
105,Entry short,2025-06-27 08:57,S,3318.337,20.55,68191.82535,32.87,0.05,33.77,0.05,-11.24,-0.02,657.84,6.58
106,Exit short,2025-06-27 09:00,S TP2,3318.738,82.21,272800.4848,-34.59,-0.01,167.15,0.06,-44.95,-0.02,623.97,6.24
106,Entry short,2025-06-27 08:57,S,3318.337,82.21,272800.4848,-34.59,-0.01,167.15,0.06,-44.95,-0.02,623.97,6.24
107,Exit short,2025-06-27 09:21,S TP1,3314.917,17.82,59103.80784,30.91,0.05,31.81,0.05,-35.07,-0.06,654.16,6.54
107,Entry short,2025-06-27 09:03,S,3316.712,17.82,59103.80784,30.91,0.05,31.81,0.05,-35.07,-0.06,654.16,6.54
108,Exit short,2025-06-27 09:54,S TP2,3316.755,71.3,236481.5656,-4.69,0.00,242.56,0.10,-140.33,-0.06,650.19,6.50
108,Entry short,2025-06-27 09:03,S,3316.712,71.3,236481.5656,-4.69,0.00,242.56,0.10,-140.33,-0.06,650.19,6.50
109,Exit short,2025-06-27 13:39,S TP1,3296.419,12.62,41555.85534,-46.03,-0.11,16.19,0.04,-45.13,-0.11,603.44,6.03
109,Entry short,2025-06-27 13:03,S,3292.857,12.62,41555.85534,-46.03,-0.11,16.19,0.04,-45.13,-0.11,603.44,6.03
110,Exit short,2025-06-27 13:39,S TP2,3296.419,50.48,166223.4214,-181.43,-0.11,64.75,0.04,-180.53,-0.11,422.73,4.23
110,Entry short,2025-06-27 13:03,S,3292.857,50.48,166223.4214,-181.43,-0.11,64.75,0.04,-180.53,-0.11,422.73,4.23
111,Exit short,2025-06-27 13:57,S TP1,3293.522,13.94,45944.59508,31.82,0.07,32.72,0.07,-9.91,-0.02,453.83,4.54
111,Entry short,2025-06-27 13:51,S,3295.882,13.94,45944.59508,31.82,0.07,32.72,0.07,-9.91,-0.02,453.83,4.54
112,Exit short,2025-06-27 14:00,S TP2,3295.823,55.76,183778.3803,1.67,0.00,152.73,0.08,-39.64,-0.02,456.22,4.56
112,Entry short,2025-06-27 13:51,S,3295.882,55.76,183778.3803,1.67,0.00,152.73,0.08,-39.64,-0.02,456.22,4.56
113,Exit short,2025-06-27 14:09,S TP1,3291.612,13.75,45292.94,32.2,0.07,33.1,0.07,-12.66,-0.03,487.69,4.88
113,Entry short,2025-06-27 14:06,S,3294.032,13.75,45292.94,32.2,0.07,33.1,0.07,-12.66,-0.03,487.69,4.88
114,Exit short,2025-06-27 14:15,S TP2,3293.993,55.03,181270.581,0.53,0.00,258.31,0.14,-50.69,-0.03,488.94,4.89
114,Entry short,2025-06-27 14:06,S,3294.032,55.03,181270.581,0.53,0.00,258.31,0.14,-50.69,-0.03,488.94,4.89
115,Exit short,2025-06-27 15:36,S TP1,3290.46,10.03,33036.23226,31.84,0.10,32.74,0.10,-34.26,-0.10,520.06,5.20
115,Entry short,2025-06-27 15:12,S,3293.742,10.03,33036.23226,31.84,0.10,32.74,0.10,-34.26,-0.10,520.06,5.20
116,Exit short,2025-06-27 15:57,S TP2,3293.674,40.14,132210.8039,1.11,0.00,272.71,0.21,-137.12,-0.10,521.89,5.22
116,Entry short,2025-06-27 15:12,S,3293.742,40.14,132210.8039,1.11,0.00,272.71,0.21,-137.12,-0.10,521.89,5.22
117,Exit short,2025-06-27 20:51,S TP1,3276.915,12.73,41749.20616,33,0.08,33.9,0.08,-0.73,0.00,554.16,5.54
117,Entry short,2025-06-27 20:51,S,3279.592,12.73,41749.20616,33,0.08,33.9,0.08,-0.73,0.00,554.16,5.54
118,Exit short,2025-06-27 20:54,S TP2,3279.453,50.93,167029.6206,5.46,0.00,172.54,0.10,-2.91,0.00,560.34,5.60
118,Entry short,2025-06-27 20:51,S,3279.592,50.93,167029.6206,5.46,0.00,172.54,0.10,-2.91,0.00,560.34,5.60
119,Exit short,2025-06-27 21:03,S TP1,3279.909,11.16,36637.52112,32.66,0.09,33.56,0.09,-7.91,-0.02,592.28,5.92
119,Entry short,2025-06-27 20:57,S,3282.932,11.16,36637.52112,32.66,0.09,33.56,0.09,-7.91,-0.02,592.28,5.92
120,Exit short,2025-06-27 21:09,S TP2,3276.126,44.67,146648.5724,302.4,0.21,303.3,0.21,-31.68,-0.02,895.4,8.95
120,Entry short,2025-06-27 20:57,S,3282.932,44.67,146648.5724,302.4,0.21,303.3,0.21,-31.68,-0.02,895.4,8.95
121,Exit short,2025-06-27 21:21,S TP1,3280.073,10.17,33313.99104,-45.43,-0.14,28.77,0.09,-44.53,-0.13,849.25,8.49
121,Entry short,2025-06-27 21:12,S,3275.712,10.17,33313.99104,-45.43,-0.14,28.77,0.09,-44.53,-0.13,849.25,8.49
122,Exit short,2025-06-27 21:21,S TP2,3280.073,40.69,133288.7213,-179.07,-0.13,115.12,0.09,-178.17,-0.13,670.9,6.71
122,Entry short,2025-06-27 21:12,S,3275.712,40.69,133288.7213,-179.07,-0.13,115.12,0.09,-178.17,-0.13,670.9,6.71
123,Exit short,2025-06-27 21:33,S TP1,3274.065,9.44,30940.89328,32.64,0.11,33.54,0.11,-36.08,-0.12,702.82,7.03
123,Entry short,2025-06-27 21:24,S,3277.637,9.44,30940.89328,32.64,0.11,33.54,0.11,-36.08,-0.12,702.82,7.03
124,Exit short,2025-06-27 22:00,S TP2,3269.547,37.79,123861.9022,304.1,0.25,305,0.25,-144.44,-0.12,1007.64,10.08
124,Entry short,2025-06-27 21:24,S,3277.637,37.79,123861.9022,304.1,0.25,305,0.25,-144.44,-0.12,1007.64,10.08
125,Exit short,2025-06-30 07:18,S TP1,3259.773,13.48,43980.07716,37.26,0.08,38.16,0.09,-3.93,-0.01,1044.18,10.44
125,Entry short,2025-06-30 07:18,S,3262.617,13.48,43980.07716,37.26,0.08,38.16,0.09,-3.93,-0.01,1044.18,10.44
126,Exit short,2025-06-30 07:21,S TP2,3256.509,53.95,176018.1872,327.91,0.19,328.81,0.19,-15.72,-0.01,1372.81,13.73
126,Entry short,2025-06-30 07:18,S,3262.617,53.95,176018.1872,327.91,0.19,328.81,0.19,-15.72,-0.01,1372.81,13.73
127,Exit short,2025-06-30 07:24,S TP1,3253.654,12.04,39211.59508,36.52,0.09,37.42,0.10,-22.01,-0.06,1408.61,14.09
127,Entry short,2025-06-30 07:24,S,3256.777,12.04,39211.59508,36.52,0.09,37.42,0.10,-22.01,-0.06,1408.61,14.09
128,Exit short,2025-06-30 07:27,S TP2,3256.54,48.19,156944.0836,9.8,0.01,244.18,0.16,-88.09,-0.06,1419.13,14.19
128,Entry short,2025-06-30 07:24,S,3256.777,48.19,156944.0836,9.8,0.01,244.18,0.16,-88.09,-0.06,1419.13,14.19
129,Exit short,2025-06-30 07:30,S TP1,3255.196,8.14,26451.55678,-46.82,-0.18,4.56,0.02,-45.92,-0.17,1371.59,13.72
129,Entry short,2025-06-30 07:30,S,3249.577,8.14,26451.55678,-46.82,-0.18,4.56,0.02,-45.92,-0.17,1371.59,13.72
130,Exit short,2025-06-30 07:30,S TP2,3255.196,32.59,105903.7144,-184.74,-0.17,18.25,0.02,-183.84,-0.17,1187.57,11.88
130,Entry short,2025-06-30 07:30,S,3249.577,32.59,105903.7144,-184.74,-0.17,18.25,0.02,-183.84,-0.17,1187.57,11.88
131,Exit short,2025-06-30 07:39,S TP1,3262.599,7.32,23836.13064,-47.17,-0.20,8.29,0.03,-46.27,-0.19,1139.67,11.40
131,Entry short,2025-06-30 07:33,S,3256.302,7.32,23836.13064,-47.17,-0.20,8.29,0.03,-46.27,-0.19,1139.67,11.40
132,Exit short,2025-06-30 07:39,S TP2,3262.599,29.32,95474.77464,-186.25,-0.20,33.2,0.03,-185.35,-0.19,954.15,9.54
132,Entry short,2025-06-30 07:33,S,3256.302,29.32,95474.77464,-186.25,-0.20,33.2,0.03,-185.35,-0.19,954.15,9.54
133,Exit long,2025-06-30 15:15,L TP1,3288.515,18.59,61177.42202,-45.01,-0.07,13.06,0.02,-44.11,-0.07,908.42,9.08
133,Entry long,2025-06-30 14:57,L,3290.878,18.59,61177.42202,-45.01,-0.07,13.06,0.02,-44.11,-0.07,908.42,9.08
134,Exit long,2025-06-30 15:15,L TP2,3288.515,74.38,244775.5056,-177.38,-0.07,52.24,0.02,-176.48,-0.07,731.76,7.32
134,Entry long,2025-06-30 14:57,L,3290.878,74.38,244775.5056,-177.38,-0.07,52.24,0.02,-176.48,-0.07,731.76,7.32
135,Exit long,2025-06-30 16:12,L TP1,3295.075,15.64,51500.92472,32.97,0.06,33.87,0.07,-29.94,-0.06,764.01,7.64
135,Entry long,2025-06-30 15:48,L,3292.898,15.64,51500.92472,32.97,0.06,33.87,0.07,-29.94,-0.06,764.01,7.64
136,Exit long,2025-06-30 16:54,L TP2,3292.957,62.6,206135.4148,2.07,0.00,245.42,0.12,-119.85,-0.06,766.8,7.67
136,Entry long,2025-06-30 15:48,L,3292.898,62.6,206135.4148,2.07,0.00,245.42,0.12,-119.85,-0.06,766.8,7.67
137,Exit short,2025-06-30 20:33,S TP1,3278.567,16.01,52445.91022,-45.03,-0.09,18.98,0.04,-44.13,-0.08,721.05,7.21
137,Entry short,2025-06-30 20:24,S,3275.822,16.01,52445.91022,-45.03,-0.09,18.98,0.04,-44.13,-0.08,721.05,7.21
138,Exit short,2025-06-30 20:33,S TP2,3278.567,64.07,209881.9155,-177.49,-0.08,75.97,0.04,-176.59,-0.08,544.28,5.44
138,Entry short,2025-06-30 20:24,S,3275.822,64.07,209881.9155,-177.49,-0.08,75.97,0.04,-176.59,-0.08,544.28,5.44
139,Exit short,2025-06-30 21:00,S TP1,3280.576,14.94,48969.83898,-43.05,-0.09,14.34,0.03,-42.15,-0.09,500.51,5.01
139,Entry short,2025-06-30 20:36,S,3277.767,14.94,48969.83898,-43.05,-0.09,14.34,0.03,-42.15,-0.09,500.51,5.01
140,Exit short,2025-06-30 21:00,S TP2,3280.576,59.78,195944.9113,-169.54,-0.09,57.39,0.03,-168.64,-0.09,331.69,3.32
140,Entry short,2025-06-30 20:36,S,3277.767,59.78,195944.9113,-169.54,-0.09,57.39,0.03,-168.64,-0.09,331.69,3.32
141,Exit long,2025-07-01 02:39,L TP1,3294.404,17.31,57068.78508,-43.73,-0.08,30.49,0.05,-42.83,-0.08,287.24,2.87
141,Entry long,2025-07-01 01:51,L,3296.868,17.31,57068.78508,-43.73,-0.08,30.49,0.05,-42.83,-0.08,287.24,2.87
142,Exit long,2025-07-01 02:39,L TP2,3294.404,69.25,228308.109,-172.25,-0.08,121.99,0.05,-171.35,-0.08,115.71,1.16
142,Entry long,2025-07-01 01:51,L,3296.868,69.25,228308.109,-172.25,-0.08,121.99,0.05,-171.35,-0.08,115.71,1.16
143,Exit long,2025-07-01 04:09,L TP1,3300.748,18.74,61824.34692,30.59,0.05,31.49,0.05,-26.94,-0.04,145.58,1.46
143,Entry long,2025-07-01 03:27,L,3299.058,18.74,61824.34692,30.59,0.05,31.49,0.05,-26.94,-0.04,145.58,1.46
144,Exit long,2025-07-01 04:12,L TP2,3302.906,74.97,247330.3783,286.86,0.12,287.76,0.12,-107.78,-0.04,433.16,4.33
144,Entry long,2025-07-01 03:27,L,3299.058,74.97,247330.3783,286.86,0.12,287.76,0.12,-107.78,-0.04,433.16,4.33
145,Exit long,2025-07-01 04:18,L TP1,3304.645,23.44,77427.07832,32.72,0.04,33.62,0.04,-3.06,0.00,465.16,4.65
145,Entry long,2025-07-01 04:15,L,3303.203,23.44,77427.07832,32.72,0.04,33.62,0.04,-3.06,0.00,465.16,4.65
146,Exit long,2025-07-01 04:18,L TP2,3306.425,93.77,309741.3453,300.51,0.10,301.41,0.10,-12.25,0.00,766.39,7.66
146,Entry long,2025-07-01 04:15,L,3303.203,93.77,309741.3453,300.51,0.10,301.41,0.10,-12.25,0.00,766.39,7.66
147,Exit long,2025-07-01 04:27,L TP1,3306.958,21.69,71694.08262,32.76,0.05,33.66,0.05,-20.42,-0.03,798.43,7.98
147,Entry long,2025-07-01 04:21,L,3305.398,21.69,71694.08262,32.76,0.05,33.66,0.05,-20.42,-0.03,798.43,7.98
148,Exit long,2025-07-01 04:48,L TP2,3305.43,86.8,286908.5464,1.16,0.00,223.83,0.08,-81.7,-0.03,800.3,8.00
148,Entry long,2025-07-01 04:21,L,3305.398,86.8,286908.5464,1.16,0.00,223.83,0.08,-81.7,-0.03,800.3,8.00
149,Exit long,2025-07-01 04:51,L TP1,3307.559,20.53,67869.05944,34.05,0.05,34.95,0.05,-1.27,0.00,833.63,8.34
149,Entry long,2025-07-01 04:51,L,3305.848,20.53,67869.05944,34.05,0.05,34.95,0.05,-1.27,0.00,833.63,8.34
150,Exit long,2025-07-01 05:33,L TP2,3305.933,82.13,271509.2962,5.36,0.00,311.13,0.11,-5.07,0.00,839.71,8.40
150,Entry long,2025-07-01 04:51,L,3305.848,82.13,271509.2962,5.36,0.00,311.13,0.11,-5.07,0.00,839.71,8.40
151,Exit long,2025-07-01 14:06,L TP1,3325.493,29.21,97103.32878,33.24,0.03,34.14,0.04,-0.85,0.00,872.23,8.72
151,Entry long,2025-07-01 14:06,L,3324.318,29.21,97103.32878,33.24,0.03,34.14,0.04,-0.85,0.00,872.23,8.72
152,Exit long,2025-07-01 14:12,L TP2,3326.977,116.86,388479.8015,309.11,0.08,310.01,0.08,-3.41,0.00,1182.07,11.82
152,Entry long,2025-07-01 14:06,L,3324.318,116.86,388479.8015,309.11,0.08,310.01,0.08,-3.41,0.00,1182.07,11.82
153,Exit long,2025-07-01 14:27,L TP1,3329.874,25.21,83908.15728,36.89,0.04,37.79,0.05,-16.26,-0.02,1218.23,12.18
153,Entry long,2025-07-01 14:15,L,3328.368,25.21,83908.15728,36.89,0.04,37.79,0.05,-16.26,-0.02,1218.23,12.18
154,Exit long,2025-07-01 14:33,L TP2,3331.648,100.88,335765.7638,329.27,0.10,330.17,0.10,-65.08,-0.02,1548.22,15.48
154,Entry long,2025-07-01 14:15,L,3328.368,100.88,335765.7638,329.27,0.10,330.17,0.10,-65.08,-0.02,1548.22,15.48
155,Exit long,2025-07-01 14:39,L TP1,3329.722,23.39,77929.11792,-48,-0.06,2.79,0.00,-47.1,-0.06,1499.5,14.99
155,Entry long,2025-07-01 14:39,L,3331.728,23.39,77929.11792,-48,-0.06,2.79,0.00,-47.1,-0.06,1499.5,14.99
156,Exit long,2025-07-01 14:39,L TP2,3329.722,93.58,311783.1062,-189.34,-0.06,11.16,0.00,-188.44,-0.06,1310.88,13.11
156,Entry long,2025-07-01 14:39,L,3331.728,93.58,311783.1062,-189.34,-0.06,11.16,0.00,-188.44,-0.06,1310.88,13.11
157,Exit long,2025-07-01 14:45,L TP1,3330.881,20.85,69414.29955,33.49,0.05,34.39,0.05,-8.48,-0.01,1343.65,13.44
157,Entry long,2025-07-01 14:42,L,3329.223,20.85,69414.29955,33.49,0.05,34.39,0.05,-8.48,-0.01,1343.65,13.44
158,Exit long,2025-07-01 14:51,L TP2,3329.209,83.41,277690.4904,-2.79,0.00,180.45,0.06,-33.92,-0.01,1341.58,13.42
158,Entry long,2025-07-01 14:42,L,3329.223,83.41,277690.4904,-2.79,0.00,180.45,0.06,-33.92,-0.01,1341.58,13.42
159,Exit long,2025-07-01 20:12,L TP1,3351.703,20.41,68372.54073,34.64,0.05,35.54,0.05,-26.77,-0.04,1375.5,13.75
159,Entry long,2025-07-01 20:06,L,3349.953,20.41,68372.54073,34.64,0.05,35.54,0.05,-26.77,-0.04,1375.5,13.75
160,Exit long,2025-07-01 20:15,L TP2,3350,81.67,273590.6615,2.22,0.00,148.9,0.05,-107.14,-0.04,1378.43,13.78
160,Entry long,2025-07-01 20:06,L,3349.953,81.67,273590.6615,2.22,0.00,148.9,0.05,-107.14,-0.04,1378.43,13.78
161,Exit long,2025-07-01 20:30,L TP1,3352.932,18.19,60953.74412,35.01,0.06,35.91,0.06,-0.51,0.00,1412.72,14.13
161,Entry long,2025-07-01 20:24,L,3350.948,18.19,60953.74412,35.01,0.06,35.91,0.06,-0.51,0.00,1412.72,14.13
162,Exit long,2025-07-01 20:33,L TP2,3350.527,72.77,243848.486,-32.26,-0.01,150.42,0.06,-31.87,-0.01,1381.19,13.81
162,Entry long,2025-07-01 20:24,L,3350.948,72.77,243848.486,-32.26,-0.01,150.42,0.06,-31.87,-0.01,1381.19,13.81
163,Exit long,2025-07-01 21:27,L TP1,3352.637,16.68,55967.95524,-47.05,-0.08,30.63,0.05,-46.15,-0.08,1333.42,13.33
163,Entry long,2025-07-01 21:21,L,3355.393,16.68,55967.95524,-47.05,-0.08,30.63,0.05,-46.15,-0.08,1333.42,13.33
164,Exit long,2025-07-01 21:27,L TP2,3352.637,66.72,223871.821,-185.5,-0.08,122.51,0.05,-184.6,-0.08,1148.64,11.49
164,Entry long,2025-07-01 21:21,L,3355.393,66.72,223871.821,-185.5,-0.08,122.51,0.05,-184.6,-0.08,1148.64,11.49
165,Exit short,2025-07-02 00:54,S TP1,3338.751,11.56,38632.38712,35.35,0.09,36.25,0.09,-16.11,-0.04,1183.26,11.83
165,Entry short,2025-07-02 00:18,S,3341.902,11.56,38632.38712,35.35,0.09,36.25,0.09,-16.11,-0.04,1183.26,11.83
166,Exit short,2025-07-02 01:00,S TP2,3341.728,46.27,154629.8055,6.43,0.00,224.01,0.14,-64.48,-0.04,1190.41,11.90
166,Entry short,2025-07-02 00:18,S,3341.902,46.27,154629.8055,6.43,0.00,224.01,0.14,-64.48,-0.04,1190.41,11.90
167,Exit short,2025-07-02 15:39,S TP1,3332.216,19.31,64380.25447,34.08,0.05,34.98,0.05,-45.52,-0.07,1223.78,12.24
167,Entry short,2025-07-02 15:24,S,3334.037,19.31,64380.25447,34.08,0.05,34.98,0.05,-45.52,-0.07,1223.78,12.24
168,Exit short,2025-07-02 15:42,S TP2,3333.998,77.26,257587.6986,1.39,0.00,146.61,0.06,-182.13,-0.07,1225.89,12.26
168,Entry short,2025-07-02 15:24,S,3334.037,77.26,257587.6986,1.39,0.00,146.61,0.06,-182.13,-0.07,1225.89,12.26
169,Exit short,2025-07-02 15:51,S TP1,3329.965,19.1,63636.8452,33.43,0.05,34.33,0.05,-12.27,-0.02,1258.6,12.59
169,Entry short,2025-07-02 15:48,S,3331.772,19.1,63636.8452,33.43,0.05,34.33,0.05,-12.27,-0.02,1258.6,12.59
